"year","month","day","date","site","depth","rep","taxa","size","count","fraction_sorted","source"
1982,"10","17",1982-10-17,"bc 1","10","2","crabs",9.13,1,1,"rough"
1982,"10","19",1982-10-19,"diablo","10","3","crabs",2,1,1,"rough"
1982,"10","19",1982-10-19,"diablo","10","4","crabs",8.3,1,1,"rough"
1982,"10","19",1982-10-19,"diablo","10","5","crabs",13,1,1,"rough"
1982,"10","21",1982-10-21,"twin west","10","9","crabs",10,1,1,"rough"
1982,"10","21",1982-10-21,"twin west","10","12","crabs",10,1,1,"rough"
1983,"04","29",1983-04-29,"bc 1","10","9","crabs",5.36,1,1,"rough"
1983,"04","29",1983-04-29,"bc 1","10","10","crabs",10.2,1,1,"rough"
1983,"04","29",1983-04-29,"bc 1","10","12","crabs",1.5,1,1,"rough"
1986,"03","20",1986-03-20,"twin east","10","2","crabs",1.2,1,1,"rough"
1987,"10","28",1987-10-28,"frys 1","10","2","crabs",110,1,1,"rough"
1989,"09","18",1989-09-18,"bc 1","10","1","crabs",3.67,1,1,"rough"
1989,"09","18",1989-09-18,"bc 1","10","2","crabs",5,1,1,"rough"
1989,"09","18",1989-09-18,"bc 1","10","3","crabs",4.17,1,1,"rough"
1989,"09","18",1989-09-18,"bc 1","10","4","crabs",8.83,1,1,"rough"
1989,"09","18",1989-09-18,"bc 1","10","5","crabs",7.17,1,1,"rough"
1989,"09","18",1989-09-18,"bc 1","10","6","crabs",3.28,1,1,"rough"
1989,"09","18",1989-09-18,"bc 1","10","7","crabs",7,1,1,"rough"
1989,"09","18",1989-09-18,"bc 1","10","8","crabs",8.5,1,1,"rough"
1989,"09","18",1989-09-18,"bc 1","10","9","crabs",5.83,1,1,"rough"
1989,"09","18",1989-09-18,"bc 1","10","10","crabs",6.5,1,1,"rough"
1989,"09","18",1989-09-18,"bc 2","10","1","crabs",7,1,1,"rough"
1989,"09","18",1989-09-18,"bc 2","10","2","crabs",4.17,1,1,"rough"
1989,"09","18",1989-09-18,"bc 2","10","3","crabs",7.5,1,1,"rough"
1989,"09","18",1989-09-18,"bc 2","10","4","crabs",9.5,1,1,"rough"
1989,"09","18",1989-09-18,"bc 2","10","5","crabs",5,1,1,"rough"
1989,"09","18",1989-09-18,"bc 2","10","6","crabs",5.83,1,1,"rough"
1989,"09","18",1989-09-18,"bc 2","10","7","crabs",11.17,1,1,"rough"
1989,"09","18",1989-09-18,"bc 2","10","8","crabs",8.83,1,1,"rough"
1989,"09","18",1989-09-18,"bc 2","10","9","crabs",3.83,1,1,"rough"
1989,"09","18",1989-09-18,"bc 2","10","10","crabs",7.5,1,1,"rough"
1989,"09","18",1989-09-18,"bc point","10","1","crabs",5.33,1,1,"rough"
1989,"09","18",1989-09-18,"bc point","10","2","crabs",9.33,1,1,"rough"
1989,"09","18",1989-09-18,"bc point","10","3","crabs",8.33,1,1,"rough"
1989,"09","18",1989-09-18,"bc point","10","4","crabs",5.83,1,1,"rough"
1989,"09","18",1989-09-18,"bc point","10","5","crabs",5.5,1,1,"rough"
1989,"09","18",1989-09-18,"bc point","10","6","crabs",5.17,1,1,"rough"
1989,"09","18",1989-09-18,"bc point","10","7","crabs",6,1,1,"rough"
1989,"09","18",1989-09-18,"bc point","10","8","crabs",6.67,1,1,"rough"
1989,"09","18",1989-09-18,"bc point","10","9","crabs",9,1,1,"rough"
1989,"09","18",1989-09-18,"bc point","10","10","crabs",13,1,1,"rough"
1989,"09","29",1989-09-29,"fern 1","10","1","crabs",7,1,1,"rough"
1989,"09","29",1989-09-29,"fern 1","10","2","crabs",6.17,1,1,"rough"
1989,"09","29",1989-09-29,"fern 1","10","3","crabs",17.84,1,1,"rough"
1989,"09","29",1989-09-29,"fern 1","10","4","crabs",5.17,1,1,"rough"
1989,"09","29",1989-09-29,"fern 1","10","5","crabs",14.83,1,1,"rough"
1989,"09","29",1989-09-29,"fern 1","10","6","crabs",1.76,1,1,"rough"
1989,"09","29",1989-09-29,"fern 1","10","7","crabs",9.33,1,1,"rough"
1989,"09","29",1989-09-29,"fern 1","10","8","crabs",5.44,1,1,"rough"
1989,"09","29",1989-09-29,"fern 1","10","9","crabs",5.5,1,1,"rough"
1989,"09","29",1989-09-29,"fern 1","10","10","crabs",5.67,1,1,"rough"
1989,"09","29",1989-09-29,"frys 1","10","1","crabs",8.33,1,1,"rough"
1989,"09","29",1989-09-29,"frys 1","10","2","crabs",7.5,1,1,"rough"
1989,"09","29",1989-09-29,"frys 1","10","3","crabs",8.67,1,1,"rough"
1989,"09","29",1989-09-29,"frys 1","10","4","crabs",9.67,1,1,"rough"
1989,"09","29",1989-09-29,"frys 1","10","5","crabs",4.83,1,1,"rough"
1989,"09","29",1989-09-29,"frys 1","10","6","crabs",5,1,1,"rough"
1989,"09","29",1989-09-29,"frys 1","10","7","crabs",6.17,1,1,"rough"
1989,"09","29",1989-09-29,"frys 1","10","8","crabs",7.17,1,1,"rough"
1989,"09","29",1989-09-29,"frys 1","10","9","crabs",8.67,1,1,"rough"
1989,"09","29",1989-09-29,"frys 1","10","10","crabs",8.67,1,1,"rough"
1989,"09","29",1989-09-29,"frys 3","10","1","crabs",8.5,1,1,"rough"
1989,"09","29",1989-09-29,"frys 3","10","2","crabs",5,1,1,"rough"
1989,"09","29",1989-09-29,"frys 3","10","3","crabs",6,1,1,"rough"
1989,"09","29",1989-09-29,"frys 3","10","4","crabs",6.17,1,1,"rough"
1989,"09","29",1989-09-29,"frys 3","10","5","crabs",7,1,1,"rough"
1989,"09","29",1989-09-29,"frys 3","10","6","crabs",8.67,1,1,"rough"
1989,"09","29",1989-09-29,"frys 3","10","7","crabs",6,1,1,"rough"
1989,"09","29",1989-09-29,"frys 3","10","8","crabs",6.83,1,1,"rough"
1989,"09","29",1989-09-29,"frys 3","10","9","crabs",2.5,1,1,"rough"
1989,"09","29",1989-09-29,"frys 3","10","10","crabs",8.17,1,1,"rough"
1990,"04","07",1990-04-07,"bc 2","10","1","crabs",6,1,1,"rough"
1990,"04","07",1990-04-07,"bc 2","10","2","crabs",6.17,1,1,"rough"
1990,"04","07",1990-04-07,"bc 2","10","3","crabs",4.67,1,1,"rough"
1990,"04","07",1990-04-07,"bc 2","10","4","crabs",5.83,1,1,"rough"
1990,"04","07",1990-04-07,"bc 2","10","6","crabs",3.5,1,1,"rough"
1990,"04","07",1990-04-07,"bc 2","10","7","crabs",7.83,1,1,"rough"
1990,"04","07",1990-04-07,"bc 2","10","9","crabs",10.83,1,1,"rough"
1990,"04","07",1990-04-07,"bc point","10","3","crabs",6.5,1,1,"rough"
1990,"04","07",1990-04-07,"bc point","10","4","crabs",5.33,1,1,"rough"
1990,"04","07",1990-04-07,"bc point","10","5","crabs",7.83,1,1,"rough"
1990,"04","07",1990-04-07,"bc point","10","6","crabs",5.12,1,1,"rough"
1990,"04","07",1990-04-07,"bc point","10","7","crabs",5.5,1,1,"rough"
1990,"04","07",1990-04-07,"bc point","10","8","crabs",11.67,1,1,"rough"
1990,"04","07",1990-04-07,"bc point","10","9","crabs",9.67,1,1,"rough"
1990,"04","07",1990-04-07,"bc point","10","10","crabs",11.33,1,1,"rough"
1990,"04","07",1990-04-07,"frys 1","10","1","crabs",3.83,1,1,"rough"
1990,"04","07",1990-04-07,"frys 1","10","2","crabs",6.83,1,1,"rough"
1990,"04","07",1990-04-07,"frys 1","10","3","crabs",6.33,1,1,"rough"
1990,"04","07",1990-04-07,"frys 1","10","4","crabs",9.5,1,1,"rough"
1990,"04","07",1990-04-07,"frys 1","10","5","crabs",8.33,1,1,"rough"
1990,"04","07",1990-04-07,"frys 1","10","6","crabs",6.67,1,1,"rough"
1990,"04","07",1990-04-07,"frys 1","10","7","crabs",8.83,1,1,"rough"
1990,"04","07",1990-04-07,"frys 1","10","8","crabs",3.67,1,1,"rough"
1990,"04","07",1990-04-07,"frys 1","10","9","crabs",6.83,1,1,"rough"
1990,"04","07",1990-04-07,"frys 1","10","10","crabs",8.33,1,1,"rough"
1990,"04","08",1990-04-08,"bc 1","10","1","crabs",6.33,1,1,"rough"
1990,"04","08",1990-04-08,"bc 1","10","2","crabs",5.33,1,1,"rough"
1990,"04","08",1990-04-08,"bc 1","10","3","crabs",7.17,1,1,"rough"
1990,"04","08",1990-04-08,"bc 1","10","4","crabs",6.33,1,1,"rough"
1990,"04","08",1990-04-08,"bc 1","10","5","crabs",3.67,1,1,"rough"
1990,"04","08",1990-04-08,"bc 1","10","6","crabs",8.33,1,1,"rough"
1990,"04","08",1990-04-08,"bc 1","10","7","crabs",8.83,1,1,"rough"
1990,"04","08",1990-04-08,"bc 1","10","8","crabs",8,1,1,"rough"
1990,"04","08",1990-04-08,"bc 1","10","9","crabs",4.17,1,1,"rough"
1990,"04","08",1990-04-08,"bc 1","10","10","crabs",8.17,1,1,"rough"
1990,"04","08",1990-04-08,"fern 1","10","1","crabs",10.33,1,1,"rough"
1990,"04","08",1990-04-08,"fern 1","10","2","crabs",7.83,1,1,"rough"
1990,"04","08",1990-04-08,"fern 1","10","3","crabs",6.17,1,1,"rough"
1990,"04","08",1990-04-08,"fern 1","10","4","crabs",5.83,1,1,"rough"
1990,"04","08",1990-04-08,"fern 1","10","5","crabs",5,1,1,"rough"
1990,"04","08",1990-04-08,"fern 1","10","6","crabs",5.33,1,1,"rough"
1990,"04","08",1990-04-08,"fern 1","10","7","crabs",10.17,1,1,"rough"
1990,"04","08",1990-04-08,"fern 1","10","8","crabs",4.24,1,1,"rough"
1990,"04","08",1990-04-08,"fern 1","10","9","crabs",4.33,1,1,"rough"
1990,"04","08",1990-04-08,"fern 1","10","10","crabs",10.17,1,1,"rough"
1990,"04","08",1990-04-08,"frys 3","10","1","crabs",8.83,1,1,"rough"
1990,"04","08",1990-04-08,"frys 3","10","2","crabs",4.17,1,1,"rough"
1990,"04","08",1990-04-08,"frys 3","10","3","crabs",5.33,1,1,"rough"
1990,"04","08",1990-04-08,"frys 3","10","4","crabs",5.5,1,1,"rough"
1990,"04","08",1990-04-08,"frys 3","10","5","crabs",7.5,1,1,"rough"
1990,"04","08",1990-04-08,"frys 3","10","6","crabs",11.67,1,1,"rough"
1990,"04","08",1990-04-08,"frys 3","10","7","crabs",7.5,1,1,"rough"
1990,"04","08",1990-04-08,"frys 3","10","8","crabs",5.83,1,1,"rough"
1990,"04","08",1990-04-08,"frys 3","10","9","crabs",6.33,1,1,"rough"
1990,"04","08",1990-04-08,"frys 3","10","10","crabs",14.17,1,1,"rough"
1990,"08","27",1990-08-27,"bc point",".",".","crabs",6.67,1,1,"rough"
1990,"08","27",1990-08-27,"bc point",".",".","crabs",8.33,1,1,"rough"
1990,"08","27",1990-08-27,"bc point",".",".","crabs",6.32,1,1,"rough"
1990,"08","27",1990-08-27,"bc point",".",".","crabs",6.88,1,1,"rough"
1990,"08","27",1990-08-27,"bc point",".",".","crabs",5.33,1,1,"rough"
1990,"08","27",1990-08-27,"fern 1",".",".","crabs",4.64,1,1,"rough"
1990,"08","27",1990-08-27,"fern 1",".",".","crabs",5.33,1,1,"rough"
1990,"08","27",1990-08-27,"fern 1",".",".","crabs",3.76,1,1,"rough"
1990,"08","27",1990-08-27,"fern 1",".",".","crabs",7.67,1,1,"rough"
1990,"08","27",1990-08-27,"fern 1",".",".","crabs",4.67,1,1,"rough"
1990,"08","27",1990-08-27,"fern 1",".",".","crabs",5.92,1,1,"rough"
1990,"10","06",1990-10-06,"unknown",".",".","crabs",8.33,1,1,"rough"
1990,"10","06",1990-10-06,"unknown",".",".","crabs",7.36,1,1,"rough"
1990,"10","06",1990-10-06,"unknown",".",".","crabs",12.17,1,1,"rough"
1990,"10","06",1990-10-06,"unknown",".",".","crabs",3,1,1,"rough"
1990,"10","06",1990-10-06,"unknown",".",".","crabs",5,1,1,"rough"
1990,"10","06",1990-10-06,"unknown",".",".","crabs",53,1,1,"rough"
1990,"10","06",1990-10-06,"bc point",".",".","crabs",3.33,1,1,"rough"
1990,"10","09",1990-10-09,"fern 1",".",".","crabs",2.83,1,1,"rough"
1990,"10","09",1990-10-09,"fern 1",".",".","crabs",6.83,1,1,"rough"
1990,"10","09",1990-10-09,"fern 1",".",".","crabs",3.83,1,1,"rough"
1990,"10","09",1990-10-09,"fern 1",".",".","crabs",4.67,1,1,"rough"
1993,"11","16",1993-11-16,"twin west","10","1","crabs",3.2,1,1,"rough"
1993,"11","16",1993-11-16,"twin west","10","3","crabs",4.1,1,1,"rough"
1993,"11","16",1993-11-16,"twin west","10","4","crabs",5.7,1,1,"rough"
1993,"11","16",1993-11-16,"twin west","10","7","crabs",4.8,1,1,"rough"
1993,"11","16",1993-11-16,"twin west","10","8","crabs",3.8,1,1,"rough"
1993,"11","16",1993-11-16,"twin west","10","9","crabs",4.5,1,1,"rough"
1993,"11","16",1993-11-16,"twin west","10","10","crabs",4.9,1,1,"rough"
1993,"11","16",1993-11-16,"twin west","20","1","crabs",5.1,1,1,"rough"
1993,"11","16",1993-11-16,"twin west","20","2","crabs",4.8,1,1,"rough"
1993,"11","16",1993-11-16,"twin west","20","3","crabs",5.5,1,1,"rough"
1993,"11","16",1993-11-16,"twin west","20","4","crabs",5,1,1,"rough"
1993,"11","16",1993-11-16,"twin west","20","7","crabs",1,1,1,"rough"
1993,"11","16",1993-11-16,"twin west","20","8","crabs",0.5,1,1,"rough"
1993,"11","16",1993-11-16,"twin west","20","9","crabs",5.5,1,1,"rough"
1993,"11","16",1993-11-16,"twin west","20","10","crabs",4.2,1,1,"rough"
1993,"11","16",1993-11-16,"twin west","30","5","crabs",4.4,1,1,"rough"
1993,"11","16",1993-11-16,"twin west","30","6","crabs",4,1,1,"rough"
1993,"11","16",1993-11-16,"twin west","30","8","crabs",2.5,1,1,"rough"
1993,"11","16",1993-11-16,"twin west","30","9","crabs",3,1,1,"rough"
1993,"11","16",1993-11-16,"twin west","30","10","crabs",3.5,1,1,"rough"
1993,"11","17",1993-11-17,"bc 1","10","3","crabs",8.7,1,1,"rough"
1993,"11","17",1993-11-17,"bc 1","10","5","crabs",7.5,1,1,"rough"
1993,"11","17",1993-11-17,"bc 1","10","8","crabs",4.9,1,1,"rough"
1993,"11","17",1993-11-17,"bc 1","10","9","crabs",5.6,1,1,"rough"
1993,"11","17",1993-11-17,"bc 1","10","10","crabs",4.3,1,1,"rough"
1993,"11","17",1993-11-17,"bc 1","20","4","crabs",7.5,1,1,"rough"
1993,"11","17",1993-11-17,"bc 1","20","8","crabs",5.4,1,1,"rough"
1993,"11","17",1993-11-17,"bc 1","30","7","crabs",6.29,1,1,"rough"
1993,"11","18",1993-11-18,"diablo","10","1","crabs",6,1,1,"rough"
1993,"11","18",1993-11-18,"diablo","10","3","crabs",7.9,1,1,"rough"
1993,"11","18",1993-11-18,"diablo","10","4","crabs",3.8,1,1,"rough"
1993,"11","18",1993-11-18,"diablo","10","8","crabs",4,1,1,"rough"
1993,"11","18",1993-11-18,"diablo","10","9","crabs",3.8,1,1,"rough"
1993,"11","18",1993-11-18,"diablo","20","1","crabs",6.9,1,1,"rough"
1993,"11","18",1993-11-18,"diablo","20","2","crabs",3.7,1,1,"rough"
1993,"11","18",1993-11-18,"diablo","20","3","crabs",6.3,1,1,"rough"
1993,"11","18",1993-11-18,"diablo","20","4","crabs",4,1,1,"rough"
1993,"11","18",1993-11-18,"diablo","20","5","crabs",5.9,1,1,"rough"
1993,"11","18",1993-11-18,"diablo","20","6","crabs",3.1,1,1,"rough"
1993,"11","18",1993-11-18,"diablo","20","7","crabs",6.2,1,1,"rough"
1993,"11","18",1993-11-18,"diablo","20","8","crabs",5.5,1,1,"rough"
1993,"11","18",1993-11-18,"diablo","20","9","crabs",4.5,1,1,"rough"
1993,"11","18",1993-11-18,"diablo","20","10","crabs",3,1,1,"rough"
1993,"11","18",1993-11-18,"diablo","30","1","crabs",3.9,1,1,"rough"
1993,"11","18",1993-11-18,"diablo","30","3","crabs",4.2,1,1,"rough"
1993,"11","18",1993-11-18,"diablo","30","4","crabs",3,1,1,"rough"
1993,"11","18",1993-11-18,"diablo","30","5","crabs",4.3,1,1,"rough"
1993,"11","18",1993-11-18,"diablo","30","6","crabs",7,1,1,"rough"
1993,"11","18",1993-11-18,"diablo","30","7","crabs",5.4,1,1,"rough"
1993,"11","18",1993-11-18,"diablo","30","8","crabs",4.2,1,1,"rough"
1993,"11","18",1993-11-18,"diablo","30","10","crabs",4.2,1,1,"rough"
1994,"12","16",1994-12-16,"bc 1","10","2","crabs",8.3,1,1,"rough"
1994,"12","16",1994-12-16,"bc 1","10","3","crabs",8.2,1,1,"rough"
1994,"12","16",1994-12-16,"bc 1","10","7","crabs",4.1,1,1,"rough"
1994,"12","16",1994-12-16,"bc 1","10","8","crabs",9.4,1,1,"rough"
1994,"12","16",1994-12-16,"bc 1","10","9","crabs",4.5,1,1,"rough"
1994,"12","16",1994-12-16,"bc 1","20","3","crabs",5.9,1,1,"rough"
1994,"12","16",1994-12-16,"bc 1","20","8","crabs",6.2,1,1,"rough"
1994,"12","16",1994-12-16,"bc 1","20","10","crabs",7.3,1,1,"rough"
1995,"11","07",1995-11-07,"bc 1","10","1","crabs",4,1,1,"rough"
1995,"11","07",1995-11-07,"bc 1","10","3","crabs",8,1,1,"rough"
1995,"11","07",1995-11-07,"bc 1","10","4","crabs",3.4,1,1,"rough"
1995,"11","07",1995-11-07,"bc 1","10","6","crabs",11.6,1,1,"rough"
1995,"11","07",1995-11-07,"bc 1","10","9","crabs",5.5,1,1,"rough"
1995,"11","07",1995-11-07,"bc 1","10","10","crabs",3.5,1,1,"rough"
1995,"11","07",1995-11-07,"bc 1","20","2","crabs",7.7,1,1,"rough"
1995,"11","07",1995-11-07,"bc 1","20","3","crabs",6.9,1,1,"rough"
1995,"11","07",1995-11-07,"bc 1","20","5","crabs",6.9,1,1,"rough"
1995,"11","07",1995-11-07,"bc 1","20","6","crabs",4.1,1,1,"rough"
1995,"11","07",1995-11-07,"bc 1","20","8","crabs",3,1,1,"rough"
1995,"11","07",1995-11-07,"bc 1","20","10","crabs",4,1,1,"rough"
1995,"11","07",1995-11-07,"bc 1","30","1","crabs",7.2,1,1,"rough"
1995,"11","07",1995-11-07,"bc 1","30","4","crabs",4.2,1,1,"rough"
1995,"11","07",1995-11-07,"bc 1","30","5","crabs",10.8,1,1,"rough"
1995,"11","07",1995-11-07,"bc 1","30","6","crabs",4,1,1,"rough"
1995,"11","07",1995-11-07,"bc 1","30","7","crabs",5.6,1,1,"rough"
1995,"11","07",1995-11-07,"bc 1","30","8","crabs",5,1,1,"rough"
1995,"11","07",1995-11-07,"bc 1","30","10","crabs",4.7,1,1,"rough"
1996,"11","07",1996-11-07,"bc 1","10","1","crabs",8.5,1,1,"rough"
1996,"11","07",1996-11-07,"bc 1","10","2","crabs",6.8,1,1,"rough"
1996,"11","07",1996-11-07,"bc 1","10","3","crabs",7.2,1,1,"rough"
1996,"11","07",1996-11-07,"bc 1","10","4","crabs",6.1,1,1,"rough"
1996,"11","07",1996-11-07,"bc 1","10","5","crabs",10.5,1,1,"rough"
1996,"11","07",1996-11-07,"bc 1","10","6","crabs",4.7,1,1,"rough"
1996,"11","07",1996-11-07,"bc 1","10","7","crabs",8.4,1,1,"rough"
1996,"11","07",1996-11-07,"bc 1","10","8","crabs",11.7,1,1,"rough"
1996,"11","07",1996-11-07,"bc 1","10","9","crabs",10.6,1,1,"rough"
1996,"11","07",1996-11-07,"bc 1","10","10","crabs",9.4,1,1,"rough"
1996,"11","07",1996-11-07,"bc 1","20","1","crabs",4.3,1,1,"rough"
1996,"11","07",1996-11-07,"bc 1","20","2","crabs",7.8,1,1,"rough"
1996,"11","07",1996-11-07,"bc 1","20","3","crabs",4.8,1,1,"rough"
1996,"11","07",1996-11-07,"bc 1","20","4","crabs",7.8,1,1,"rough"
1996,"11","07",1996-11-07,"bc 1","20","5","crabs",4.6,1,1,"rough"
1996,"11","07",1996-11-07,"bc 1","20","7","crabs",4.9,1,1,"rough"
1996,"11","07",1996-11-07,"bc 1","20","8","crabs",7.9,1,1,"rough"
1996,"11","07",1996-11-07,"bc 1","20","9","crabs",3.8,1,1,"rough"
1996,"11","07",1996-11-07,"bc 1","20","10","crabs",3.3,1,1,"rough"
1996,"11","07",1996-11-07,"bc 1","30","1","crabs",7,1,1,"rough"
1996,"11","07",1996-11-07,"bc 1","30","2","crabs",7.9,1,1,"rough"
1996,"11","07",1996-11-07,"bc 1","30","3","crabs",11.8,1,1,"rough"
1996,"11","07",1996-11-07,"bc 1","30","4","crabs",3.8,1,1,"rough"
1996,"11","07",1996-11-07,"bc 1","30","6","crabs",4.7,1,1,"rough"
1996,"11","07",1996-11-07,"bc 1","30","7","crabs",5.2,1,1,"rough"
1996,"11","07",1996-11-07,"bc 1","30","10","crabs",6.3,1,1,"rough"
1996,"11","12",1996-11-12,"twin west","10","1","crabs",5.8,1,1,"rough"
1996,"11","12",1996-11-12,"twin west","10","2","crabs",2.2,1,1,"rough"
1996,"11","12",1996-11-12,"twin west","10","3","crabs",9.8,1,1,"rough"
1996,"11","12",1996-11-12,"twin west","10","4","crabs",5.3,1,1,"rough"
1996,"11","12",1996-11-12,"twin west","10","5","crabs",10.2,1,1,"rough"
1996,"11","12",1996-11-12,"twin west","10","6","crabs",11.1,1,1,"rough"
1996,"11","12",1996-11-12,"twin west","10","7","crabs",7.5,1,1,"rough"
1996,"11","12",1996-11-12,"twin west","10","8","crabs",3.5,1,1,"rough"
1996,"11","12",1996-11-12,"twin west","10","9","crabs",2.7,1,1,"rough"
1996,"11","12",1996-11-12,"twin west","10","10","crabs",5,1,1,"rough"
1996,"11","12",1996-11-12,"twin west","20","2","crabs",2.9,1,1,"rough"
1996,"11","12",1996-11-12,"twin west","20","3","crabs",9.7,1,1,"rough"
1996,"11","12",1996-11-12,"twin west","20","4","crabs",3.4,1,1,"rough"
1996,"11","12",1996-11-12,"twin west","20","5","crabs",3.8,1,1,"rough"
1996,"11","12",1996-11-12,"twin west","20","6","crabs",7.1,1,1,"rough"
1996,"11","12",1996-11-12,"twin west","20","8","crabs",6.1,1,1,"rough"
1996,"11","12",1996-11-12,"twin west","20","10","crabs",4.3,1,1,"rough"
1996,"11","12",1996-11-12,"twin west","30","1","crabs",10.3,1,1,"rough"
1996,"11","12",1996-11-12,"twin west","30","2","crabs",6.4,1,1,"rough"
1996,"11","12",1996-11-12,"twin west","30","3","crabs",5.1,1,1,"rough"
1996,"11","12",1996-11-12,"twin west","30","5","crabs",5,1,1,"rough"
1996,"11","12",1996-11-12,"twin west","30","6","crabs",6.4,1,1,"rough"
1996,"11","12",1996-11-12,"twin west","30","7","crabs",3.7,1,1,"rough"
1996,"11","12",1996-11-12,"twin west","30","8","crabs",3.1,1,1,"rough"
1996,"11","12",1996-11-12,"twin west","30","9","crabs",5.2,1,1,"rough"
1996,"11","12",1996-11-12,"twin west","30","10","crabs",3.5,1,1,"rough"
1996,"11","13",1996-11-13,"diablo","10","1","crabs",7.3,1,1,"rough"
1996,"11","13",1996-11-13,"diablo","10","2","crabs",3.7,1,1,"rough"
1996,"11","13",1996-11-13,"diablo","10","3","crabs",4.7,1,1,"rough"
1996,"11","13",1996-11-13,"diablo","10","4","crabs",11.5,1,1,"rough"
1996,"11","13",1996-11-13,"diablo","10","5","crabs",4.8,1,1,"rough"
1996,"11","13",1996-11-13,"diablo","10","6","crabs",6.8,1,1,"rough"
1996,"11","13",1996-11-13,"diablo","10","7","crabs",6,1,1,"rough"
1996,"11","13",1996-11-13,"diablo","10","8","crabs",7.3,1,1,"rough"
1996,"11","13",1996-11-13,"diablo","10","9","crabs",8.4,1,1,"rough"
1996,"11","13",1996-11-13,"diablo","10","10","crabs",7.5,1,1,"rough"
1996,"11","13",1996-11-13,"diablo","20","1","crabs",3.5,1,1,"rough"
1996,"11","13",1996-11-13,"diablo","20","2","crabs",13.7,1,1,"rough"
1996,"11","13",1996-11-13,"diablo","20","3","crabs",3,1,1,"rough"
1996,"11","13",1996-11-13,"diablo","20","4","crabs",6.4,1,1,"rough"
1996,"11","13",1996-11-13,"diablo","20","5","crabs",5.9,1,1,"rough"
1996,"11","13",1996-11-13,"diablo","20","6","crabs",9.9,1,1,"rough"
1996,"11","13",1996-11-13,"diablo","20","7","crabs",3.7,1,1,"rough"
1996,"11","13",1996-11-13,"diablo","20","8","crabs",6.2,1,1,"rough"
1996,"11","13",1996-11-13,"diablo","20","9","crabs",7.9,1,1,"rough"
1996,"11","13",1996-11-13,"diablo","20","10","crabs",3.1,1,1,"rough"
1996,"11","13",1996-11-13,"diablo","30","1","crabs",10.9,1,1,"rough"
1996,"11","13",1996-11-13,"diablo","30","2","crabs",4.9,1,1,"rough"
1996,"11","13",1996-11-13,"diablo","30","3","crabs",7.2,1,1,"rough"
1996,"11","13",1996-11-13,"diablo","30","4","crabs",8.9,1,1,"rough"
1996,"11","13",1996-11-13,"diablo","30","5","crabs",2.6,1,1,"rough"
1996,"11","13",1996-11-13,"diablo","30","6","crabs",5.7,1,1,"rough"
1996,"11","13",1996-11-13,"diablo","30","7","crabs",10,1,1,"rough"
1996,"11","13",1996-11-13,"diablo","30","8","crabs",5,1,1,"rough"
1996,"11","13",1996-11-13,"diablo","30","9","crabs",9.8,1,1,"rough"
1996,"11","13",1996-11-13,"diablo","30","10","crabs",7.7,1,1,"rough"
1997,"10","29",1997-10-29,"bc 1","10","1","crabs",4,1,1,"rough"
1997,"10","29",1997-10-29,"bc 1","10","2","crabs",5,1,1,"rough"
1997,"10","29",1997-10-29,"bc 1","10","3","crabs",3.5,1,1,"rough"
1997,"10","29",1997-10-29,"bc 1","10","4","crabs",2.9,1,1,"rough"
1997,"10","29",1997-10-29,"bc 1","10","5","crabs",11.4,1,1,"rough"
1997,"10","29",1997-10-29,"bc 1","10","6","crabs",7.8,1,1,"rough"
1997,"10","29",1997-10-29,"bc 1","10","7","crabs",3,1,1,"rough"
1997,"10","29",1997-10-29,"bc 1","10","8","crabs",3,1,1,"rough"
1997,"10","29",1997-10-29,"bc 1","10","9","crabs",4,1,1,"rough"
1997,"10","29",1997-10-29,"bc 1","10","10","crabs",3.1,1,1,"rough"
1997,"10","29",1997-10-29,"bc 1","20","1","crabs",2.9,1,1,"rough"
1997,"10","29",1997-10-29,"bc 1","20","2","crabs",3.5,1,1,"rough"
1997,"10","29",1997-10-29,"bc 1","20","3","crabs",2.5,1,1,"rough"
1997,"10","29",1997-10-29,"bc 1","20","5","crabs",3,1,1,"rough"
1997,"10","29",1997-10-29,"bc 1","20","6","crabs",4,1,1,"rough"
1997,"10","29",1997-10-29,"bc 1","20","8","crabs",5,1,1,"rough"
1997,"10","29",1997-10-29,"bc 1","20","9","crabs",3.1,1,1,"rough"
1997,"10","29",1997-10-29,"bc 1","20","10","crabs",4,1,1,"rough"
1997,"10","29",1997-10-29,"bc 1","30","1","crabs",5.4,1,1,"rough"
1997,"10","29",1997-10-29,"bc 1","30","3","crabs",5.9,1,1,"rough"
1997,"10","29",1997-10-29,"bc 1","30","4","crabs",4,1,1,"rough"
1997,"10","29",1997-10-29,"bc 1","30","5","crabs",3.5,1,1,"rough"
1997,"10","29",1997-10-29,"bc 1","30","7","crabs",4.5,1,1,"rough"
1997,"10","29",1997-10-29,"bc 1","30","9","crabs",4.5,1,1,"rough"
1997,"11","05",1997-11-05,"twin west","10","1","crabs",2.9,1,1,"rough"
1997,"11","05",1997-11-05,"twin west","10","2","crabs",6.5,1,1,"rough"
1997,"11","05",1997-11-05,"twin west","10","3","crabs",3,1,1,"rough"
1997,"11","05",1997-11-05,"twin west","10","4","crabs",2,1,1,"rough"
1997,"11","05",1997-11-05,"twin west","10","5","crabs",10,1,1,"rough"
1997,"11","05",1997-11-05,"twin west","10","7","crabs",9,1,1,"rough"
