"year","site","depth","common_name","major_group","mean_weight","sd_weight","var_weight","se_weight","meansd_l","meansd_u"
1982,"bc 1",10,"Articulated Corralines","coralline red",235.416666666667,131.297703596434,17239.086969697,37.9023822576904,104.118963070233,366.7143702631
1982,"bc 1",10,"Chondracanthus spp.","red",44.9666666666667,58.0274752060425,3367.18787878788,16.7510892153015,-13.0608085393758,102.994141872709
1982,"bc 1",10,"Codium spp.","green",66.5916666666667,160.656723019969,25810.5826515152,46.3776011413512,-94.0650563533027,227.248389686636
1982,"bc 1",10,"Egregia","brown",0,0,0,0,0,0
1982,"bc 1",10,"Eisenia","brown",0,0,0,0,0,0
1982,"bc 1",10,"Gelidium nudifrons","red",0,0,0,0,0,0
1982,"bc 1",10,"Gelidium robustum","red",123.858333333333,149.1090477002,22233.5081060606,43.0440744141597,-25.250714366867,272.967381033534
1982,"bc 1",10,"Gym","gym",0.666666666666667,1.60018938273133,2.56060606060606,0.461934885437156,-0.933522716064658,2.26685604939799
1982,"bc 1",10,"Laminaria farlowii","brown",0,0,0,0,0,0
1982,"bc 1",10,"Laurencia spp.","red",8.59166666666667,16.4921721560334,271.991742424242,4.76088001690376,-7.9005054893667,25.0838388227
1982,"bc 1",10,"Prionitis","red",0,0,0,0,0,0
1982,"bc 1",10,"Rhodymeniales","red",11.3875,33.7941764020911,1142.04635869565,6.89820737189396,-22.4066764020911,45.1816764020911
1982,"bc 1",20,"Articulated Corralines","coralline red",186.466666666667,164.562601149136,27080.8496969697,47.5051310359994,21.9040655175304,351.029267815803
1982,"bc 1",20,"Chondracanthus spp.","red",54.8916666666667,53.445204876045,2856.38992424242,15.4283017110396,1.44646179062166,108.336871542712
1982,"bc 1",20,"Codium spp.","green",35.6833333333333,104.956483045752,11015.8633333333,30.2983268698308,-69.2731497124192,140.639816379086
1982,"bc 1",20,"Egregia","brown",0,0,0,0,0,0
1982,"bc 1",20,"Eisenia","brown",0,0,0,0,0,0
1982,"bc 1",20,"Gelidium nudifrons","red",0,0,0,0,0,0
1982,"bc 1",20,"Gelidium robustum","red",113.416666666667,134.336185021239,18046.2106060606,38.7795162919599,-20.9195183545725,247.752851687906
1982,"bc 1",20,"Gym","gym",2.65833333333333,6.91670682719265,47.8408333333334,1.9966812742927,-4.25837349385931,9.57504016052598
1982,"bc 1",20,"Laminaria farlowii","brown",0,0,0,0,0,0
1982,"bc 1",20,"Laurencia spp.","red",2.50833333333333,6.78975944591068,46.1008333333333,1.96003472191467,-4.28142611257735,9.29809277924402
1982,"bc 1",20,"Prionitis","red",0,0,0,0,0,0
1982,"bc 1",20,"Rhodymeniales","red",10.3208333333333,18.138883987689,329.019112318841,3.70258418944819,-7.81805065435567,28.4597173210223
1982,"bc 1",30,"Articulated Corralines","coralline red",66.3333333333333,91.1880208772794,8315.25515151515,26.3237142001833,-24.8546875439461,157.521354210613
1982,"bc 1",30,"Chondracanthus spp.","red",46.375,66.1504225919299,4375.87840909091,19.0959821452291,-19.7754225919299,112.52542259193
1982,"bc 1",30,"Codium spp.","green",0.483333333333333,0.889160312095665,0.790606060606061,0.256678472770582,-0.405826978762332,1.372493645429
1982,"bc 1",30,"Egregia","brown",0,0,0,0,0,0
1982,"bc 1",30,"Eisenia","brown",2.06666666666667,7.15914333795136,51.2533333333334,2.06666666666667,-5.0924766712847,9.22581000461803
1982,"bc 1",30,"Gelidium nudifrons","red",2.8,6.53994717799074,42.7709090909091,1.88792013184944,-3.73994717799074,9.33994717799074
1982,"bc 1",30,"Gelidium robustum","red",7.275,16.6525523569211,277.3075,4.80717779298138,-9.37755235692114,23.9275523569211
1982,"bc 1",30,"Gym","gym",3.875,10.6688267225766,113.823863636364,3.07982499010852,-6.79382672257656,14.5438267225766
1982,"bc 1",30,"Laminaria farlowii","brown",3.9,13.5099962990372,182.52,3.9,-9.60999629903724,17.4099962990372
1982,"bc 1",30,"Laurencia spp.","red",0,0,0,0,0,0
1982,"bc 1",30,"Prionitis","red",0,0,0,0,0,0
1982,"bc 1",30,"Rhodymeniales","red",31.525,44.2353021524861,1956.76195652174,9.02949324095244,-12.7103021524861,75.7603021524861
1982,"diablo",10,"Articulated Corralines","coralline red",59.275,84.5003509944297,7140.30931818182,24.3931501966259,-25.2253509944297,143.77535099443
1982,"diablo",10,"Chondracanthus spp.","red",18.0833333333333,27.0584160435876,732.157878787879,7.8110918933051,-8.97508271025426,45.1417493769209
1982,"diablo",10,"Codium spp.","green",80.3166666666667,271.538099899387,73732.9396969697,78.3862975360754,-191.221433232721,351.854766566054
1982,"diablo",10,"Egregia","brown",0,0,0,0,0,0
1982,"diablo",10,"Eisenia","brown",6.35,21.9970452561247,483.87,6.35,-15.6470452561247,28.3470452561247
1982,"diablo",10,"Gelidium nudifrons","red",0,0,0,0,0,0
1982,"diablo",10,"Gelidium robustum","red",345.066666666667,226.332865621867,51226.5660606061,65.3366704466221,118.7338010448,571.399532288534
1982,"diablo",10,"Gym","gym",0,0,0,0,0,0
1982,"diablo",10,"Laminaria farlowii","brown",0,0,0,0,0,0
1982,"diablo",10,"Laurencia spp.","red",13.85,32.1433295780577,1033.19363636364,9.27897999227122,-18.2933295780577,45.9933295780577
1982,"diablo",10,"Prionitis","red",5.04166666666667,17.1523366196898,294.202651515152,4.95145308230449,-12.1106699530231,22.1940032863565
1982,"diablo",10,"Rhodymeniales","red",7.97083333333333,17.8725312473753,319.427373188406,3.64821516400147,-9.90169791404195,25.8433645807086
1982,"diablo",20,"Articulated Corralines","coralline red",167.266666666667,168.029755662141,28233.9987878788,48.5060123317021,-0.763088995474277,335.296422328808
1982,"diablo",20,"Chondracanthus spp.","red",22.9666666666667,28.7298809709692,825.406060606061,8.2936022561875,-5.76321430430258,51.6965476376359
1982,"diablo",20,"Codium spp.","green",45.45,129.852759273375,16861.7390909091,37.4852627607494,-84.402759273375,175.302759273375
1982,"diablo",20,"Egregia","brown",0,0,0,0,0,0
1982,"diablo",20,"Eisenia","brown",0,0,0,0,0,0
1982,"diablo",20,"Gelidium nudifrons","red",0,0,0,0,0,0
1982,"diablo",20,"Gelidium robustum","red",112.725,175.058998496351,30645.6529545455,50.5351799529673,-62.3339984963511,287.783998496351
1982,"diablo",20,"Gym","gym",9.725,15.8963760878784,252.694772727273,4.58888850673807,-6.17137608787842,25.6213760878784
1982,"diablo",20,"Laminaria farlowii","brown",0,0,0,0,0,0
1982,"diablo",20,"Laurencia spp.","red",0,0,0,0,0,0
1982,"diablo",20,"Prionitis","red",0,0,0,0,0,0
1982,"diablo",20,"Rhodymeniales","red",11.1833333333333,20.6144243856971,424.954492753623,4.20790175717871,-9.43109105236377,31.7977577190304
1982,"diablo",30,"Articulated Corralines","coralline red",86.0833333333333,92.9554520219555,8640.71606060606,26.8339276237597,-6.87211868862211,179.038785355289
1982,"diablo",30,"Chondracanthus spp.","red",32.375,38.8718202441165,1511.01840909091,11.2213279409157,-6.49682024411655,71.2468202441165
1982,"diablo",30,"Codium spp.","green",4.975,7.6719234283789,58.8584090909091,2.21469352828838,-2.6969234283789,12.6469234283789
1982,"diablo",30,"Egregia","brown",0,0,0,0,0,0
