"year","site","depth","taxa","mean_count","sd_count","var_count"
1982,"bc 1",10,"bivalve",7.33333333333333,6.13978580220595,37.6969696969697
1982,"bc 1",10,"caprellid",287.666666666667,438.07187731806,191906.96969697
1982,"bc 1",10,"copepod",1,NA,NA
1982,"bc 1",10,"cucumaria",10,9.98570406702931,99.7142857142857
1982,"bc 1",10,"gammarid",18.4512195121951,38.2568165277785,1463.58401084011
1982,"bc 1",10,"gastropod",32,27.6471270905973,764.363636363636
1982,"bc 1",10,"nematode",6.625,6.50137348126203,42.2678571428571
1982,"bc 1",10,"nudibranch",2,1.19522860933439,1.42857142857143
1982,"bc 1",10,"polychaete",25.5833333333333,17.0264945056672,289.901515151515
1982,"bc 1",10,"tanaid",7.1,10.4504120067637,109.211111111111
1982,"bc 1",20,"bivalve",2,1.83829006003612,3.37931034482759
1982,"bc 1",20,"caprellid",94.9166666666667,172.384590290713,29716.446969697
1982,"bc 1",20,"cucumaria",21,18.6279360101972,347
1982,"bc 1",20,"gammarid",24.9333333333333,62.1071564024992,3857.29887640449
1982,"bc 1",20,"gastropod",7.65,18.2132611400576,331.722881355932
1982,"bc 1",20,"munnidae",1,NA,NA
1982,"bc 1",20,"nematode",8.6,7.26024180803306,52.7111111111111
1982,"bc 1",20,"nudibranch",2.2,1.78885438199983,3.2
1982,"bc 1",20,"polychaete",31.8333333333333,11.5273061848286,132.878787878788
1982,"bc 1",20,"tanaid",3,1.63299316185545,2.66666666666667
1982,"bc 1",30,"bivalve",2.16363636363636,1.33004645370888,1.76902356902357
1982,"bc 1",30,"caprellid",8.27272727272727,7.17064723844241,51.4181818181818
1982,"bc 1",30,"cucumaria",96.5833333333333,68.1248297189976,4640.99242424242
1982,"bc 1",30,"gammarid",45.890243902439,124.733296325742,15558.3952122855
1982,"bc 1",30,"gastropod",5.84466019417475,9.4264513955577,88.8579859128117
1982,"bc 1",30,"nematode",13,9.16515138991168,84
1982,"bc 1",30,"nudibranch",1,0,0
1982,"bc 1",30,"polychaete",36.4166666666667,20.0247952359674,400.992424242424
1982,"bc 1",30,"tanaid",5.09090909090909,5.30008576259942,28.0909090909091
1982,"diablo",10,"bivalve",1.15,0.366347548532523,0.134210526315789
1982,"diablo",10,"caprellid",621.285714285714,363.95591046431,132463.904761905
1982,"diablo",10,"gammarid",10.75,13.6979458653563,187.633720930233
1982,"diablo",10,"gastropod",1.69230769230769,1.65250392761083,2.73076923076923
1982,"diablo",10,"nematode",5.8,3.4928498393146,12.2
1982,"diablo",10,"nudibranch",2,NA,NA
1982,"diablo",10,"polychaete",9.66666666666667,6.04152298679729,36.5
1982,"diablo",10,"tanaid",1,NA,NA
1982,"diablo",30,"bivalve",1.75,1.22765746735108,1.50714285714286
1982,"diablo",30,"caprellid",19.9,23.6523430833677,559.433333333333
1982,"diablo",30,"cucumaria",22.3333333333333,17.599715906798,309.75
1982,"diablo",30,"gammarid",33.1285714285714,56.9861212263334,3247.41801242236
1982,"diablo",30,"gastropod",3.56060606060606,2.41233234015285,5.81934731934732
1982,"diablo",30,"nematode",8.16666666666667,5.30722777603022,28.1666666666667
1982,"diablo",30,"nudibranch",2,1.4142135623731,2
1982,"diablo",30,"polychaete",31.3333333333333,18.936896805075,358.606060606061
1982,"diablo",30,"tanaid",10.8888888888889,13.5503177494519,183.611111111111
1982,"twin west",10,"bivalve",1.75,1.16397539049476,1.35483870967742
1982,"twin west",10,"caprellid",590.916666666667,779.358180968433,607399.174242424
1982,"twin west",10,"copepod",7,NA,NA
1982,"twin west",10,"cucumaria",10,12.2963409191515,151.2
1982,"twin west",10,"gammarid",34.1216216216216,75.3733997449707,5681.14938911514
1982,"twin west",10,"gastropod",8.01449275362319,20.1096207247874,404.3968456948
1982,"twin west",10,"munnidae",1,NA,NA
1982,"twin west",10,"nematode",20,0,0
1982,"twin west",10,"nudibranch",4.6,4.61519230368573,21.3
1982,"twin west",10,"polychaete",36.6666666666667,27.7859785874208,772.060606060606
1982,"twin west",10,"tanaid",2.57142857142857,2.69920623252731,7.28571428571429
1982,"twin west",20,"bivalve",1.7948717948718,1.2810252304407,1.64102564102564
1982,"twin west",20,"caprellid",39.0833333333333,45.9138686382811,2108.08333333333
1982,"twin west",20,"cucumaria",3,3.02371578407382,9.14285714285714
1982,"twin west",20,"gammarid",29.6117647058824,65.0139351578251,4226.81176470588
1982,"twin west",20,"gastropod",8.65306122448979,27.5987830453417,761.692825583842
1982,"twin west",20,"nematode",15,NA,NA
1982,"twin west",20,"nudibranch",1,0,0
1982,"twin west",20,"polychaete",28.6666666666667,13.6203946901384,185.515151515151
1982,"twin west",20,"tanaid",3.28571428571429,2.42997158517582,5.9047619047619
1982,"twin west",30,"bivalve",2.26190476190476,2.62315694935556,6.88095238095238
1982,"twin west",30,"caprellid",13.8181818181818,9.81649817214043,96.3636363636364
1982,"twin west",30,"cucumaria",1.5,0.925820099772551,0.857142857142857
1982,"twin west",30,"gammarid",44.9873417721519,115.75421503882,13399.0382992535
1982,"twin west",30,"gastropod",4.34117647058823,5.23166399181458,27.3703081232493
1982,"twin west",30,"nematode",24.5,12.7867118525444,163.5
1982,"twin west",30,"nudibranch",1.66666666666667,0.577350269189626,0.333333333333333
1982,"twin west",30,"polychaete",46.5,45.4982517146638,2070.09090909091
1982,"twin west",30,"tanaid",7.5,15.7215351243658,247.166666666667
1983,"bc 1",10,"bivalve",2.01075268817204,1.74140512765032,3.03249181860683
1983,"bc 1",10,"caprellid",722.166666666667,847.781794458039,718733.971014493
1983,"bc 1",10,"copepod",12.375,13.6375270066513,185.982142857143
1983,"bc 1",10,"cucumaria",6.33333333333333,4.72581562625261,22.3333333333333
1983,"bc 1",10,"gammarid",22.034188034188,80.9260977921269,6549.03330386089
1983,"bc 1",10,"gastropod",2.55102040816327,2.47538906445192,6.12755102040816
1983,"bc 1",10,"munnidae",1,NA,NA
1983,"bc 1",10,"nematode",9.94444444444445,13.0089210215064,169.232026143791
1983,"bc 1",10,"nudibranch",16.3,14.5750327254304,212.431578947368
1983,"bc 1",10,"ostracod",2.75,2.87228132326901,8.25
1983,"bc 1",10,"polychaete",20.2173913043478,17.2651949459524,298.086956521739
1983,"bc 1",10,"tanaid",3.16666666666667,2.08166599946613,4.33333333333333
1983,"bc 1",20,"bivalve",2.06756756756757,2.3192528383617,5.37893372824879
1983,"bc 1",20,"caprellid",342.916666666667,432.234831168616,186826.949275362
1983,"bc 1",20,"copepod",2.75,2.37546987833084,5.64285714285714
1983,"bc 1",20,"cucumaria",2.16666666666667,1.83484785926972,3.36666666666667
1983,"bc 1",20,"gammarid",15.6446280991736,31.729549714247,1006.76432506887
1983,"bc 1",20,"gastropod",2.72222222222222,3.29903740487163,10.8836477987421
1983,"bc 1",20,"munnidae",3,NA,NA
1983,"bc 1",20,"nematode",4.77777777777778,3.11647530082521,9.7124183006536
1983,"bc 1",20,"nudibranch",28.25,30.2478794385047,914.934210526316
1983,"bc 1",20,"ostracod",1.2,0.447213595499958,0.2
1983,"bc 1",20,"polychaete",18,15.9864072696558,255.565217391304
1983,"bc 1",20,"tanaid",1.36363636363636,0.504524979109513,0.254545454545455
1983,"bc 1",30,"bivalve",3.63541666666667,3.88280905278007,15.0762061403508
1983,"bc 1",30,"caprellid",124.304347826087,237.163433250462,56246.4940711462
1983,"bc 1",30,"copepod",2.5,1.77281052085584,3.14285714285714
1983,"bc 1",30,"cucumaria",18,23.4946802489415,552
1983,"bc 1",30,"gammarid",19.6025641025641,47.8870552226705,2293.17005789909
1983,"bc 1",30,"gastropod",3.61946902654867,5.1501015663889,26.5235461441214
1983,"bc 1",30,"munnidae",1,0,0
1983,"bc 1",30,"nematode",5.84615384615385,9.60768922830523,92.3076923076923
1983,"bc 1",30,"nudibranch",29.8947368421053,78.3637492274486,6140.87719298246
1983,"bc 1",30,"ostracod",2,1.4142135623731,2
1983,"bc 1",30,"polychaete",25.5555555555556,20.6701816696518,427.25641025641
1983,"bc 1",30,"tanaid",2.35294117647059,3.10123315131635,9.61764705882353
1983,"diablo",10,"bivalve",1.80487804878049,1.61585135756854,2.6109756097561
1983,"diablo",10,"caprellid",112.916666666667,80.967398976191,6555.7196969697
1983,"diablo",10,"copepod",1,NA,NA
1983,"diablo",10,"cucumaria",3,2.70801280154532,7.33333333333333
1983,"diablo",10,"gammarid",10.8780487804878,14.394263469768,207.194820837097
1983,"diablo",10,"gastropod",3.04615384615385,2.60066559527778,6.76346153846154
1983,"diablo",10,"nematode",31.3636363636364,24.8123869358541,615.654545454546
1983,"diablo",10,"nudibranch",4.11111111111111,5.66666666666667,32.1111111111111
1983,"diablo",10,"polychaete",50.0833333333333,26.8783736430791,722.44696969697
1983,"diablo",10,"tanaid",5.33333333333333,4.22833157152888,17.8787878787879
1983,"diablo",20,"bivalve",1.72972972972973,1.01785855404179,1.03603603603604
1983,"diablo",20,"caprellid",81.0833333333333,103.653670139235,10744.0833333333
1983,"diablo",20,"cucumaria",1.66666666666667,0.516397779494322,0.266666666666667
1983,"diablo",20,"gammarid",10.2727272727273,15.6387540862637,244.570629370629
1983,"diablo",20,"gastropod",2.3953488372093,2.94504858787408,8.67331118493909
1983,"diablo",20,"munnidae",1,NA,NA
1983,"diablo",20,"nematode",29.0833333333333,26.6371522274413,709.537878787879
1983,"diablo",20,"nudibranch",7.11111111111111,9.47951006703992,89.8611111111111
1983,"diablo",20,"polychaete",28.5833333333333,15.3709190198619,236.265151515152
1983,"diablo",20,"tanaid",5.57142857142857,3.4572215654165,11.952380952381
1983,"diablo",30,"bivalve",1.34615384615385,0.561591146105968,0.315384615384615
1983,"diablo",30,"caprellid",9.55555555555556,6.14636297152859,37.7777777777778
1983,"diablo",30,"copepod",1,NA,NA
1983,"diablo",30,"cucumaria",32.5555555555556,43.0787392779522,1855.77777777778
1983,"diablo",30,"gammarid",9.24193548387096,10.765283430548,115.891327340032
1983,"diablo",30,"gastropod",3.02083333333333,2.58876117035989,6.70168439716312
1983,"diablo",30,"nematode",5.7,4.11096095821889,16.9
1983,"diablo",30,"nudibranch",3.375,3.66206421103103,13.4107142857143
1983,"diablo",30,"polychaete",21.4166666666667,14.8780395417562,221.356060606061
1983,"diablo",30,"tanaid",4.16666666666667,6.33771778061051,40.1666666666667
1983,"twin west",10,"bivalve",1.78947368421053,1.27274625944674,1.61988304093567
1983,"twin west",10,"caprellid",70.25,93.069011540313,8661.84090909091
1983,"twin west",10,"cucumaria",7.33333333333333,9.29157324317757,86.3333333333333
1983,"twin west",10,"gammarid",7.59677419354839,11.1890749957113,125.195399259651
1983,"twin west",10,"gastropod",2.78260869565217,3.46354374386992,11.9961352657005
1983,"twin west",10,"nudibranch",3.83333333333333,2.71416039810964,7.36666666666667
1983,"twin west",10,"polychaete",25.4545454545455,14.5076782178517,210.472727272727
1983,"twin west",10,"tanaid",5.75,6.9462219947249,48.25
1983,"twin west",20,"bivalve",1.95454545454545,1.67551762370896,2.80735930735931
1983,"twin west",20,"caprellid",31.3333333333333,15.4233196128067,237.878787878788
1983,"twin west",20,"cucumaria",13.7,16.6469883829545,277.122222222222
1983,"twin west",20,"gammarid",18.8421052631579,21.8524185272185,477.528195488722
1983,"twin west",20,"gastropod",7.10975609756097,17.0112570554455,289.382866606444
1983,"twin west",20,"munnidae",1,0,0
1983,"twin west",20,"nematode",3,NA,NA
1983,"twin west",20,"nudibranch",10.8333333333333,11.1992965147032,125.424242424242
1983,"twin west",20,"polychaete",55.5833333333333,23.9752081546877,574.810606060606
1983,"twin west",20,"tanaid",3.22222222222222,2.53859103528797,6.44444444444444
1983,"twin west",30,"bivalve",1.36842105263158,0.597264720370148,0.35672514619883
1983,"twin west",30,"caprellid",22.9166666666667,29.311674166179,859.174242424243
1983,"twin west",30,"cucumaria",14.5714285714286,18.6534817380665,347.952380952381
1983,"twin west",30,"gammarid",17.3333333333333,20.2743093358965,411.047619047619
1983,"twin west",30,"gastropod",4.90277777777778,11.8263964988117,139.863654147105
1983,"twin west",30,"nudibranch",11.5555555555556,11.9907371657366,143.777777777778
1983,"twin west",30,"polychaete",45.25,31.5425398181855,994.931818181818
1983,"twin west",30,"tanaid",4.14285714285714,5.27347359996462,27.8095238095238
1987,"bc 1",10,"bivalve",6.77142857142857,11.9141184519626,141.946218487395
1987,"bc 1",10,"caprellid",51.8333333333333,87.5840548654073,7670.96666666667
1987,"bc 1",10,"copepod",39.1666666666667,16.0800082918718,258.566666666667
1987,"bc 1",10,"gammarid",25.5789473684211,32.1304905199505,1032.36842105263
1987,"bc 1",10,"gastropod",4.14285714285714,7.12941592478454,50.8285714285714
1987,"bc 1",10,"nematode",5.8,8.52642949891688,72.7
1987,"bc 1",10,"nudibranch",4,NA,NA
1987,"bc 1",10,"ostracod",38.1666666666667,17.8484359725626,318.566666666667
1987,"bc 1",10,"pachy",2,1,1
1987,"bc 1",10,"polychaete",29.8333333333333,18.3784293851968,337.766666666667
1987,"bc 1",10,"tanaid",8.16666666666667,4.44597195972564,19.7666666666667
1987,"bc 1",20,"bivalve",8.22222222222222,11.110555541666,123.444444444444
1987,"bc 1",20,"caprellid",134.6,263.936166525166,69662.3
1987,"bc 1",20,"copepod",27,17.5214154679352,307
1987,"bc 1",20,"gammarid",34.72,65.4640613874005,4285.54333333334
1987,"bc 1",20,"gastropod",2.57142857142857,2.63673679998231,6.95238095238095
1987,"bc 1",20,"munnidae",1,NA,NA
1987,"bc 1",20,"ostracod",37,13.5277492584687,183
1987,"bc 1",20,"pachy",22,29.698484809835,882
1987,"bc 1",20,"tanaid",7.53846153846154,8.06861599672237,65.1025641025641
1987,"bc 1",30,"bivalve",21,48.5651256414665,2358.57142857143
1987,"bc 1",30,"caprellid",1.66666666666667,1.15470053837925,1.33333333333333
1987,"bc 1",30,"copepod",13.3333333333333,16.0332986832612,257.066666666667
1987,"bc 1",30,"cucumaria",1,NA,NA
1987,"bc 1",30,"gammarid",14.7727272727273,22.3264349364088,498.469696969697
1987,"bc 1",30,"gastropod",14.4285714285714,29.0393821264454,843.285714285714
1987,"bc 1",30,"munnidae",15.3333333333333,19.6553639837408,386.333333333333
1987,"bc 1",30,"nematode",11,NA,NA
1987,"bc 1",30,"ostracod",183.666666666667,93.8033403811755,8799.06666666667
1987,"bc 1",30,"pachy",60,60.8111831820431,3698
1987,"bc 1",30,"polychaete",18,NA,NA
1987,"bc 1",30,"tanaid",7.28571428571429,8.07111250961459,65.1428571428572
1987,"twin west",10,"bivalve",3,2.82842712474619,8
1987,"twin west",10,"caprellid",2,1.4142135623731,2
1987,"twin west",10,"copepod",44,48.0832611206852,2312
1987,"twin west",10,"gammarid",6.5,6.54653670707977,42.8571428571429
1987,"twin west",10,"gastropod",2.16666666666667,1.83484785926972,3.36666666666667
1987,"twin west",10,"nematode",36,NA,NA
1987,"twin west",10,"ostracod",15.5,4.94974746830583,24.5
1987,"twin west",10,"pachy",3,NA,NA
1987,"twin west",10,"polychaete",32,NA,NA
1987,"twin west",10,"tanaid",12,2.82842712474619,8
1987,"twin west",20,"bivalve",6.2962962962963,10.8656650998767,118.062678062678
1987,"twin west",20,"caprellid",3.5,3.1091263510296,9.66666666666667
1987,"twin west",20,"copepod",19.5,5.08920425999979,25.9
1987,"twin west",20,"cucumaria",2,NA,NA
1987,"twin west",20,"gammarid",10.695652173913,13.6862066681907,187.312252964427
1987,"twin west",20,"gastropod",3.74358974358974,3.95845496652385,15.6693657219973
1987,"twin west",20,"munnidae",3,3.08220700148449,9.5
1987,"twin west",20,"nematode",16.5,14.7749788493926,218.3
1987,"twin west",20,"ostracod",16.1666666666667,7.30524925424634,53.3666666666667
1987,"twin west",20,"pachy",2,NA,NA
1987,"twin west",20,"polychaete",24.8333333333333,16.2900787802474,265.366666666667
1987,"twin west",20,"tanaid",5.66666666666667,2.42212028327799,5.86666666666667
1987,"twin west",30,"bivalve",8.35714285714285,13.6414387135014,186.088850174216
1987,"twin west",30,"caprellid",1.875,0.991031208965115,0.982142857142857
1987,"twin west",30,"copepod",9.61538461538461,5.1726598821506,26.7564102564103
1987,"twin west",30,"cucumaria",1,0,0
1987,"twin west",30,"gammarid",8.2,8.83888714295674,78.125925925926
1987,"twin west",30,"gastropod",3.18965517241379,3.61506058550927,13.0686630369026
1987,"twin west",30,"munnidae",3.55555555555556,1.58989866902824,2.52777777777778
1987,"twin west",30,"nematode",8.45454545454546,4.3672333659569,19.0727272727273
1987,"twin west",30,"ostracod",30.1538461538462,17.2619338132887,297.974358974359
1987,"twin west",30,"pachy",1.5,0.707106781186548,0.5
1987,"twin west",30,"polychaete",10.9090909090909,7.2035344859943,51.8909090909091
1987,"twin west",30,"tanaid",5.30769230769231,2.71982276948993,7.3974358974359
1988,"bc 1",10,"bivalve",5,5.65685424949238,32
1988,"bc 1",10,"caprellid",6,5.65685424949238,32
1988,"bc 1",10,"copepod",105,31.1126983722081,968
1988,"bc 1",10,"cucumaria",2,NA,NA
1988,"bc 1",10,"gammarid",16.5,15.8965405041474,252.7
1988,"bc 1",10,"gastropod",8,NA,NA
1988,"bc 1",10,"ostracod",16,11.3137084989848,128
1988,"bc 1",10,"tanaid",3.2,2.16794833886788,4.7
1989,"bc 1",10,"bivalve",10.2608695652174,17.7948342639715,316.656126482214
1989,"bc 1",10,"caprellid",140.9,142.752660998744,20378.3222222222
1989,"bc 1",10,"gammarid",22.2307692307692,36.5041176757835,1332.55060728745
1989,"bc 1",10,"gastropod",3.08,3.06757233003559,9.41
1989,"bc 1",10,"heterobranch",2,NA,NA
1989,"bc 1",10,"nematode",7.5,6.02310366653088,36.2777777777778
1989,"bc 1",10,"nudibranch",1.33333333333333,0.816496580927726,0.666666666666667
1989,"bc 1",10,"ostracod",22.3,18.1600905528824,329.788888888889
1989,"bc 1",10,"polychaete",14.2777777777778,10.028228132483,100.565359477124
1989,"bc 1",10,"tanaid",7.0625,8.15245361838999,66.4625
1990,"bc 1",10,"bivalve",6.17857142857143,9.9482124633992,98.9669312169312
1990,"bc 1",10,"caprellid",71.4,36.4179442949031,1326.26666666667
1990,"bc 1",10,"cucumaria",8.6,8.73498712076898,76.3
1990,"bc 1",10,"gammarid",8.88571428571429,10.9350258306035,119.574789915966
1990,"bc 1",10,"gastropod",1.89473684210526,1.52369203807744,2.32163742690059
1990,"bc 1",10,"heterobranch",1.55555555555556,1.0137937550497,1.02777777777778
1990,"bc 1",10,"munnidae",2,NA,NA
1990,"bc 1",10,"nematode",3.42857142857143,3.50509832753866,12.2857142857143
1990,"bc 1",10,"ostracod",2.5,1.37840487520902,1.9
1990,"bc 1",10,"pachy",4,4.24264068711928,18
1990,"bc 1",10,"polychaete",7.29411764705882,6.66862716271454,44.4705882352941
1990,"bc 1",10,"tanaid",2.71428571428571,2.05866345916355,4.23809523809524
